,Time,ProductId,UserId,Score,Summary,Text
74,1351123200,B0032GL19S,A25C2M3QF9G7OQ,5,"Tasty, and the yogurt coating is a nice addition","While I like yogurt out of a cup, I'm usually not fond of things that are dipped in yogurt. These are the exception - the yogurt coating on the bottom adds a very nice taste to the granola. Sweet, but not candy bar sweet. I prefer the strawberry over the vanilla, but both are good.<br /><br />The granola itself is soft but still holds together as a bar. The calorie count is decent (120 per bar). The nutritional content is not stellar, but reasonably good and much better than candy alternatives.<br /><br />Highly recommend, especially if you can get them on a price dip."
75,1351123200,B0083T6HC0,A3SDC426NPSMQE,1,NOT HAPPY!!,"If I can learn anything from this I have learned~You get what you pay for!! Please, whatever you do, don't get this particular package, because you will be horribly disappointed, unless you want the K-cups no one else would want or drink!! Yes, they are all different, but out of the 35 there I will only be drinking maybe 10 of them, the rest I will try to give away although I doubt anyone will want them!! Alot are decaf, which I don't drink, or they are tea or hot chocolate. I was hoping for actual flavored coffee, now I know to only order my K-cups from Keurig or I will buy them at the store!! I am sadly disappointed in this assortment of K-cups, and the person that packed my bag really did a HORRIBLE job!! Oh, and 4 of them are either empty, or the coffee in them is hard and stale!!"
76,1351123200,B000DZH1D6,A3GV7P0JK4I586,5,Best Ever Cookie,I bought two cases of the Pecan Shortbread cookies since I can't find them in the grocery store anymore. The other flavors are not so good. These are a great value when you combine with free shipping. They have a very good taste and you wouldn't even guess that they are a gluten free cookie. My shipment arrived unbroken but I have bought in the store and they were crumbs. I love this product.
77,1351123200,B004EDHD1I,APPNN3ALT0ME2,5,Great alternative to daily Starbucks trips,"My wife and I are big fans of hot morning drinks (with caffeine), especially in the winter. We realized this to be a great way for us to get our morning fix more affordably from home. It's been about a year now and somehow this ""flavor"" tea hasn't gotten old yet!"
78,1351123200,B0047462NO,A1JWY18IISLJZA,5,Perfect Bloody Mary Supplies,"It's the best bloody mary mix. And this is the perfect size. Enough for 1 or 2 drinks--you'll never throw any away. Maybe not the best size if you're mixing up a pitcher, but if you're just making a couple to half a dozen or so, this is great. Shipped well and lives nicely in the garage until called into action."
79,1351123200,B004754DO8,AT4GQGKQ8Z18Z,5,WAGGIN TRAIN CHIK'N BISCUITS,"MY DOGS LOVE THEM, HOWEVER TENDENCY IS TO GIVE TOO MANY, AS THEY BEG FOR THEM.  THEY RECOMMEND 2 PER DAY AND I FIND THAT HARD TO STICK TO."
80,1351123200,B003NDDZR6,ASEUIZKTJIFQX,5,Found what I been looking for,I have found what I was looking for in a popcorn seasoning. I have been looking for at least three years. I plan to order more soon.
81,1351123200,B0029XLH4Y,A2CSPTFY7QPT78,5,Great bold taste-- compare to Emeril's Bold,"I've been drinking Emeril's Bold for a year and a half, and wanted to try something different. A review led me to this brand, and I love it too! I'm a strong coffee gal-- I like Starbuck's-- so this is right up my alley."
82,1351123200,B0029XLH4Y,A3NIBMLKUK73JC,5,Great flavor no bite,This coffee is a favorite of mine and many others. Jet Fuel is dark roasted but smooth and rich with no bite!
83,1351123200,B008HF0KS2,AWFA8N9IXELVH,1,Deceptive description,On Oct 9 I ordered from a different vendor the same product 1.2 oz- 6 pack.  That order was 6 packs of 1.2 oz ea.  When I saw this item I decided to order it.  it read the same as my first order 1.2 oz- 6 pack & the price was approximately the same.  I received the order today & what is it but 1 large bag of small packs totaling 1.2 oz.  I call this deceptive not curious as another reviewer put it. I think the descriptions should be more specfic. The 1 star rating I gave is because of the description not the product itself.  The chips are actually very good.
84,1351123200,B008ADQOL8,A1YYFX661KECLP,5,Incredible matcha!,This matcha is incredible - I got hooked on plain matcha - so having someone kick it up a notch and add this incredible flavour is amazing.  I'm a big Boston Cream donut fan and this has the same taste too it.  Highly recommend it!
85,1351123200,B00283A8TA,A3UC586EDL2M96,5,back to nature oatmeal cookies,Back to nature cookies are great cookies to buy ...they taste great and are more healthier for you ...cant beat that ..they are awesome ..we love all of the varieties ...these are all the cookies i buy ..all the kids that come to my house they will eat the entire box in one sitting ..and i love the fact they are getting better ingredients without all the bad stuff
86,1351123200,B0083T6HC0,A20BV8REQQXB8R,5,VERY HAPPY!!!,"I ordered on the 23rd and it was deliverd 2 days later. It was in a brown paper bag, but placed in a box. I had 35 exactly and only 1 repeat. People complained of too much decaf or half-caff which I would like but only had 3 of those. Only two hot cocoa and two spiced cider. I loved the variety and looking forward to a whole new variety next time I order; and I will order again."
87,1351123200,B003CIBPN8,A2CUGPQKBWYTQH,5,Great taste!,The best coconut water...it is much better in the bottle than the paper box. I would recommend it. It even tastes great at room temperature.
88,1351123200,B000E3ZFDU,A1PQDL14230X6U,5,Delicious!,"I enjoy this white beans seasoning, it gives a rich flavor to the beans I just love it, my mother in law didn't know about this Zatarain's brand and now she is traying different seasoning and she likes it very much.<br />Thank you Amazon for having it because now I can't find it in stores, I like to have this 12 boxes because I can made it whenever my family want it."
89,1351123200,B0034EDMCW,A1XV4W7JWX341C,5,"Ordered these bars for my daughter in college who's on the go...will re-order for both of us, they are soooo yummy & HEALTHY!",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the cranberry too..
90,1351123200,B005DGIAMQ,A1PZONL4WESG1W,4,My Pit Loves It,This Nylabone chew-toy stick is great for my pit.  She loves to chew things but gets tired of the regular shaped bones.  This Nylabone stick is perfect.  It's durable and my pit likes the hollow stick-shape for some reason.  I think the bacon scent also attracts her.  I definitely would recommend this toy for anybody that has a big dog that loves to chew!
91,1351123200,B005DGIAMQ,AW7RYHDFTRUXM,4,Nylabone DuraChes,"Not as hard as the white Nylabone chews but my chewer likes it better. It clearly will last a long time. The cavity for placing food products is not useful as cleaning it is problematic and as it becomes chewed, is difficult to insert stuff. Overall it is a good chew stick."
92,1351123200,B0065AOUKK,A3KK7HD497XU5Z,5,will do it again,Service was great. Hot White Chocolate is awesome. I will be ordering again soon!! Even the family is hooked and wants some more to.
93,1351123200,B000YSTGGW,AQH6FCS9F0Z9R,1,Makes babies constipated!,"Wrongful advertisement! I usually don't write any reviews but I had to give this one a star. Ever since I gave my 6 month old this organic oatmeal cereal (which she seemed to like with my breast milk) she has been constipated. Day no 4 and I am still waiting for her ""full diaper""! I can see how much she is suffering trying to poop, I tried prunes and this product is still sitting in her little tummy. Waste of money! Disappointed in whole foods that they would sell such a bad product!"
94,1351123200,B000KV7ZGQ,A281J4UAH70YBA,5,Fantastic for energetic big pups,"My 70 lb Shepard/boxer mix absolutely loves her tug-a-jug. It takes her about 20-30 mintues to finish a cup's worth of kibbles. She's had it for about 5 months, and has yet to get tired of it. Also it's really held up well."
95,1351123200,B0041KMB2U,A1DDY9Q3462A3O,5,Dat'l Do It spicy Pepper Sauce,"This sauce is hot, tasty and spicy! Much hotter than other Datil pepper sauces, and full of smokey flavor, like a bar-b-que sauce with a kick! I love it!"
96,1351123200,B000GZS9U2,A2H8FXK339OE5N,5,musical fruit,"Perfect pantry basic on the non meat protein shelf.  Long shelf life,  mixes well in many soups and stews and free of many contaminents.  It is good for you and versatile."
97,1351123200,B004P3GGTW,A1Y4LW3U3U73EP,5,"Great coffee, free shipping, great price","We love this coffee. We are not coffee connoisseurs but do enjoy a good cup of Joe. It works wonderfully in our french press and makes a nice, fresh, coffee shop grade cup."
98,1351123200,B002UV8F36,A1G06YCQOTEOU2,5,Woody and Arlo's favorites!,"My two dogs LOVE these!  I cut each strip into bite-sized six pieces.  I like the fact that they are quite a healthy treat and low fat.<br /><a href=""http://www.amazon.com/gp/product/B002UV2V7C"">Healthy Partner Pet Snacks All Natural Beef Strips, 6-Ounce Bags (Pack of 4)</a>"
99,1351123200,B000TV8RIW,A32IRVDU6EYX3D,2,Contains aspartame!,"I ordered this gum based on the premise that it contained xylitol rather than aspartame or other undesirable chemicals sweeteners.  It does, in fact, contain xylitol...but all the other terrible stuff as well, including aspartame.  I think that the item listing is misleading, or they have changed the formulation of this gum.  I'm disappointed that I could have purchased chemical gum at any local store.  Seller should make sure that the listing accurately describes the ingredients.  It has a good taste, and I will use it rather than spend the money to send it back, but it's not what I was looking for. I will stick with SPRY gum from now on.<br /><br />The seller did ship very quickly."
100,1351123200,B004H6MV28,ANM000BVVUSCT,5,"Exactly what I was looking for: Fast, fantastic Chai!","I was skeptical as to how good an all-in-one Chai Tea for Keurig could be, but my doubts were erased at my first sip!  The spice blend is great, as is the sweetening and the dairy component.  This is the kind of thing I was hoping I could get from my single-serve coffeemaker!<br /><br />Order some, you will thank yourself every time you brew a cup."
